code,name,market,industry,listed
003080,SB성보,KOSPI,비료  농약 및 살균  살충제 제조업,1976-12-23
004690,삼천리,KOSPI,연료용 가스 제조 및 배관공급업,1976-12-23
002600,조흥,KOSPI,기타 식품 제조업,1976-12-23
001570,금양,KOSPI,기초 화학물질 제조업,1976-12-17
003960,사조대림,KOSPI,수산물 가공 및 저장 처리업,1976-09-16
002070,비비안,KOSPI,봉제의복 제조업,1976-07-13
003570,SNT다이내믹스,KOSPI,자동차 신품 부품 제조업,1976-07-08
004960,한신공영,KOSPI,건물 건설업,1976-07-07
004370,농심,KOSPI,기타 식품 제조업,1976-06-30
003720,삼영,KOSPI,플라스틱제품 제조업,1976-06-30
004980,성신양회,KOSPI,시멘트  석회  플라스터 및 그 제품 제조업,1976-06-30
004970,신라교역,KOSPI,어로 어업,1976-06-30
002870,신풍,KOSPI,기타 전문 도매업,1976-06-30
001630,종근당홀딩스,KOSPI,의약품 제조업,1976-06-30
005740,크라운해태홀딩스,KOSPI,기타 금융업,1976-06-30
002390,한독,KOSPI,의약품 제조업,1976-06-30
001380,SG글로벌,KOSPI,자동차 신품 부품 제조업,1976-06-29
006120,SK디스커버리,KOSPI,기타 금융업,1976-06-29
007540,샘표,KOSPI,기타 금융업,1976-06-29
003280,흥아해운,KOSPI,해상 운송업,1976-06-29
001250,GS글로벌,KOSPI,상품 종합 도매업,1976-06-26
002990,금호건설,KOSPI,건물 건설업,1976-06-26
001470,삼부토건,KOSPI,토목 건설업,1976-06-26
001820,삼화콘덴서공업,KOSPI,전자부품 제조업,1976-06-26
001020,페이퍼코리아,KOSPI,펄프  종이 및 판지 제조업,1976-06-26
001520,동양,KOSPI,시멘트  석회  플라스터 및 그 제품 제조업,1976-06-25
000880,한화,KOSPI,기타 화학제품 제조업,1976-06-24
001060,JW중외제약,KOSPI,의약품 제조업,1976-06-14
000670,영풍,KOSPI,1차 비철금속 제조업,1976-06-12
001340,PKC,KOSPI,기초 화학물질 제조업,1976-06-10
000180,성창기업지주,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1976-06-02
005110,한창,KOSPI,기계장비 및 관련 물품 도매업,1976-06-01
004450,삼화왕관,KOSPI,기타 금속 가공제품 제조업,1976-05-28
000040,KR모터스,KOSPI,그외 기타 운송장비 제조업,1976-05-25
002240,고려제강,KOSPI,1차 철강 제조업,1976-05-25
004100,태양금속공업,KOSPI,자동차 신품 부품 제조업,1976-05-25
002820,SUN&L,KOSPI,플라스틱제품 제조업,1976-05-22
004840,DRB동일,KOSPI,고무제품 제조업,1976-05-21
002350,넥센타이어,KOSPI,고무제품 제조업,1976-05-19
004060,SG세계물산,KOSPI,상품 종합 도매업,1976-04-19
004000,롯데정밀화학,KOSPI,기초 화학물질 제조업,1976-04-15
000020,동화약품,KOSPI,의약품 제조업,1976-03-24
000210,DL,KOSPI,기초 화학물질 제조업,1976-02-02
001120,LX인터내셔널,KOSPI,상품 중개업,1976-01-30
002720,국제약품,KOSPI,의약품 제조업,1975-12-27
003240,태광산업,KOSPI,화학섬유 제조업,1975-12-27
005030,부산주공,KOSPI,자동차 신품 부품 제조업,1975-12-26
000590,CS홀딩스,KOSPI,기타 금융업,1975-12-22
000990,DB하이텍,KOSPI,반도체 제조업,1975-12-12
006570,대림통상,KOSPI,기타 금속 가공제품 제조업,1975-11-20
000220,유유제약,KOSPI,의약품 제조업,1975-11-18
000860,강남제비스코,KOSPI,기타 화학제품 제조업,1975-11-12
003540,대신증권,KOSPI,금융 지원 서비스업,1975-10-01
005940,NH투자증권,KOSPI,금융 지원 서비스업,1975-09-30
006800,미래에셋증권,KOSPI,금융 지원 서비스업,1975-09-30
002700,신일전자,KOSPI,기계장비 및 관련 물품 도매업,1975-09-30
001360,삼성제약,KOSPI,의약품 제조업,1975-07-04
000810,삼성화재해상보험,KOSPI,보험업,1975-06-30
003230,삼양식품,KOSPI,기타 식품 제조업,1975-06-30
000370,한화손해보험,KOSPI,보험업,1975-06-30
008260,NI스틸,KOSPI,1차 철강 제조업,1975-06-28
000230,일동홀딩스,KOSPI,의약품 제조업,1975-06-28
000490,대동,KOSPI,특수 목적용 기계 제조업,1975-06-27
001800,오리온홀딩스,KOSPI,기타 금융업,1975-06-27
004540,깨끗한나라,KOSPI,펄프  종이 및 판지 제조업,1975-06-25
001420,태원물산,KOSPI,자동차 신품 부품 제조업,1975-06-24
002020,코오롱,KOSPI,기타 금융업,1975-06-23
005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,1975-06-11
000300,DH오토넥스,KOSPI,자동차 신품 부품 제조업,1975-06-09
001460,BYC,KOSPI,봉제의복 제조업,1975-06-02
003620,KG모빌리티,KOSPI,자동차용 엔진 및 자동차 제조업,1975-05-29
005610,삼립,KOSPI,기타 식품 제조업,1975-05-02
000540,흥국화재,KOSPI,보험업,1974-12-05
007570,일양약품,KOSPI,의약품 제조업,1974-08-28
002320,한진,KOSPI,도로 화물 운송업,1974-08-12
002200,한국수출포장공업,KOSPI,골판지  종이 상자 및 종이용기 제조업,1974-06-28
005380,현대자동차,KOSPI,자동차용 엔진 및 자동차 제조업,1974-06-28
005360,모나미,KOSPI,생활용품 도매업,1974-06-26
009830,한화솔루션,KOSPI,기초 화학물질 제조업,1974-06-19
002030,아세아,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1974-06-03
004990,롯데지주,KOSPI,기타 금융업,1974-02-16
001070,대한방직,KOSPI,직물직조 및 직물제품 제조업,1973-12-28
004410,서울식품공업,KOSPI,기타 식품 제조업,1973-12-28
000680,LS네트웍스,KOSPI,상품 종합 도매업,1973-11-15
001210,금호전기,KOSPI,전구 및 조명장치 제조업,1973-11-15
000140,하이트진로홀딩스,KOSPI,기타 금융업,1973-09-19
000320,노루홀딩스,KOSPI,기타 금융업,1973-08-10
000270,기아,KOSPI,자동차용 엔진 및 자동차 제조업,1973-07-21
004800,효성,KOSPI,기타 금융업,1973-06-30
001040,CJ,KOSPI,기타 금융업,1973-06-29
000150,두산,KOSPI,전자부품 제조업,1973-06-29
005010,휴스틸,KOSPI,1차 철강 제조업,1973-06-29
005830,DB손해보험,KOSPI,보험업,1973-06-28
002900,TYM,KOSPI,특수 목적용 기계 제조업,1973-06-26
003090,대웅,KOSPI,의약품 제조업,1973-06-26
003780,진양산업,KOSPI,플라스틱제품 제조업,1973-06-26
003520,영진약품,KOSPI,의약품 제조업,1973-06-25
002380,케이씨씨,KOSPI,기타 화학제품 제조업,1973-06-25
005300,롯데칠성음료,KOSPI,비알코올음료 및 얼음 제조업,1973-06-21
003200,일신방직,KOSPI,방적 및 가공사 제조업,1973-05-23
002790,아모레퍼시픽홀딩스,KOSPI,기타 화학제품 제조업,1973-04-30
006220,제주은행,KOSPI,은행 및 저축기관,1972-12-28
004150,한솔홀딩스,KOSPI,기타 금융업,1972-05-17
007210,벽산,KOSPI,기타 비금속 광물제품 제조업,1972-01-04
000400,롯데손해보험,KOSPI,보험업,1971-04-16
001130,대한제분,KOSPI,곡물가공품  전분 및 전분제품 제조업,1970-11-25
001680,대상,KOSPI,기타 식품 제조업,1970-04-01
003550,LG,KOSPI,기타 금융업,1970-02-13
000640,동아쏘시오홀딩스,KOSPI,기타 금융업,1970-02-10
003690,코리안리,KOSPI,재 보험업,1969-12-22
000970,한국주철관공업,KOSPI,1차 철강 제조업,1969-12-12
003300,한일홀딩스,KOSPI,시멘트  석회  플라스터 및 그 제품 제조업,1969-11-20
004250,엔피씨,KOSPI,플라스틱제품 제조업,1969-09-08
003030,세아제강지주,KOSPI,기타 금융업,1969-05-13
001440,대한전선,KOSPI,절연선 및 케이블 제조업,1968-12-27
001790,대한제당,KOSPI,곡물가공품  전분 및 전분제품 제조업,1968-12-27
000070,삼양홀딩스,KOSPI,기타 금융업,1968-12-27
002420,우양피앤엘,KOSPI,연료 소매업,1968-12-27
000240,한국앤컴퍼니,KOSPI,기타 금융업,1968-12-27
000950,전방,KOSPI,방적 및 가공사 제조업,1968-10-21
003490,대한항공,KOSPI,항공 여객 운송업,1966-03-18
001530,디아이동일,KOSPI,상품 중개업,1964-01-04
000100,유한양행,KOSPI,의약품 제조업,1962-11-01
000120,CJ대한통운,KOSPI,도로 화물 운송업,1956-07-02
000050,경방,KOSPI,종합 소매업,1956-03-03
000700,유수홀딩스,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1956-03-03
003480,한진중공업홀딩스,KOSPI,연료용 가스 제조 및 배관공급업,1956-03-03
0010S0,와이즈플래닛컴퍼니,KOSDAQ,기타 생활용품 소매업,2026-09-23
0209J0,KB제34호스팩,KOSDAQ,금융 지원 서비스업,2026-09-22
0200G0,한국제17호스팩,KOSDAQ,금융 지원 서비스업,2026-09-22
0161M0,네오사피엔스,KOSDAQ,소프트웨어 개발 및 공급업,2026-09-21
0197V0,엔에이치스팩34호,KOSDAQ,금융 지원 서비스업,2026-09-10
386380,스카이랩스,KOSDAQ,의료용 기기 제조업,2026-09-04
0155E0,해치텍,KOSDAQ,반도체 제조업,2026-08-25
417030,니어스랩,KOSDAQ,소프트웨어 개발 및 공급업,2026-08-24
282620,기도산업,KOSDAQ,봉제의복 제조업,2026-08-21
950260,인제니아테라퓨틱스,KOSDAQ,자연과학 및 공학 연구개발업,2026-08-18
487400,케이앤에스아이앤씨,KOSDAQ,통신 및 방송 장비 제조업,2026-08-13
483350,딜리셔스,KOSDAQ,무점포 소매업,2026-08-12
0218L0,네오뷰,KOSDAQ,영상 및 음향기기 제조업,2026-07-27
0156T0,에이치엘지노믹스,KOSDAQ,기초 의약물질 제조업,2026-07-24
387690,레메디,KOSDAQ,의료용 기기 제조업,2026-07-13
365660,레몬헬스케어,KOSDAQ,소프트웨어 개발 및 공급업,2026-07-06
0039P0,매드업,KOSDAQ,광고업,2026-07-01
475040,스트라드비젼,KOSDAQ,소프트웨어 개발 및 공급업,2026-06-30
0164H0,한국제16호스팩,KOSDAQ,금융 지원 서비스업,2026-06-30
153890,져스텍,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2026-06-29
0165X0,메리츠제2호스팩,KOSDAQ,금융 지원 서비스업,2026-06-19
0017J0,세미티에스,KOSDAQ,특수 목적용 기계 제조업,2026-06-10
0117P0,피스피스스튜디오,KOSDAQ,섬유  의복  신발 및 가죽제품 소매업,2026-06-08
0134X0,대신밸런스제20호스팩,KOSDAQ,금융 지원 서비스업,2026-06-05
477850,마키나락스,KOSDAQ,소프트웨어 개발 및 공급업,2026-05-20
288180,케이피항공산업,KOSDAQ,항공기 우주선 및 부품 제조업,2026-05-19
487580,폴레드,KOSDAQ,가정용 기기 제조업,2026-05-14
439960,코스모로보틱스,KOSDAQ,의료용 기기 제조업,2026-05-11
0129K0,신한제18호스팩,KOSDAQ,금융 지원 서비스업,2026-04-30
0011T0,채비,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2026-04-29
0131D0,키움히어로제2호스팩,KOSDAQ,금융 지원 서비스업,2026-04-23
0010F0,보원케미칼,KOSDAQ,플라스틱제품 제조업,2026-04-03
0132G0,교보20호스팩,KOSDAQ,기타 금융업,2026-04-02
0007J0,인벤테라,KOSDAQ,자연과학 및 공학 연구개발업,2026-04-02
0130D0,신한제17호스팩,KOSDAQ,금융 지원 서비스업,2026-04-01
394420,리센스메디컬,KOSDAQ,의료용 기기 제조업,2026-03-31
0130H0,엔에이치스팩33호,KOSDAQ,금융 지원 서비스업,2026-03-27
0088M0,메쥬,KOSDAQ,의료용 기기 제조업,2026-03-26
408470,한패스,KOSDAQ,기타 금융업,2026-03-25
493280,아이엠바이오로직스,KOSDAQ,자연과학 및 공학 연구개발업,2026-03-20
0082N0,카나프테라퓨틱스,KOSDAQ,자연과학 및 공학 연구개발업,2026-03-16
0011A0,액스비스,KOSDAQ,기타 전기장비 제조업,2026-03-09
458350,에스팀,KOSDAQ,기타 사업지원 서비스업,2026-03-06
0001A0,덕양에너젠,KOSDAQ,연료용 가스 제조 및 배관공급업,2026-01-30
0115H0,삼성스팩13호,KOSDAQ,금융 지원 서비스업,2026-01-21
0004V0,엔비알모션,KOSDAQ,기타 금속 가공제품 제조업,2026-01-14
493330,지에프아이,KOSDAQ,일반 목적용 기계 제조업,2026-01-14
012210,삼미금속,KOSDAQ,기타 금속 가공제품 제조업,2025-12-29
490470,세미파이브,KOSDAQ,건축기술  엔지니어링 및 관련 기술 서비스업,2025-12-29
491000,리브스메드,KOSDAQ,의료용 기기 제조업,2025-12-24
0097F0,미래에셋비전스팩10호,KOSDAQ,금융 지원 서비스업,2025-12-23
0099W0,미래에셋비전스팩11호,KOSDAQ,금융 지원 서비스업,2025-12-22
0013V0,삼진식품,KOSDAQ,수산물 가공 및 저장 처리업,2025-12-22
0101C0,하나36호스팩,KOSDAQ,금융 지원 서비스업,2025-12-22
0099X0,IBKS제25호스팩,KOSDAQ,금융 지원 서비스업,2025-12-19
476830,알지노믹스,KOSDAQ,자연과학 및 공학 연구개발업,2025-12-18
478340,나라스페이스테크놀로지,KOSDAQ,항공기 우주선 및 부품 제조업,2025-12-17
0007C0,아크릴,KOSDAQ,소프트웨어 개발 및 공급업,2025-12-16
0088D0,메리츠제1호스팩,KOSDAQ,금융 지원 서비스업,2025-12-15
0098T0,교보19호스팩,KOSDAQ,금융 지원 서비스업,2025-12-12
464490,쿼드메디슨,KOSDAQ,기초 의약물질 제조업,2025-12-12
466690,키움히어로제1호스팩,KOSDAQ,금융 지원 서비스업,2025-12-12
0105P0,유진스팩12호,KOSDAQ,금융 지원 서비스업,2025-12-11
261520,이지스,KOSDAQ,소프트웨어 개발 및 공급업,2025-12-11
0015S0,페스카로,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2025-12-10
950250,테라뷰,KOSDAQ,기타 금융업,2025-12-09
0054V0,엔에이치스팩32호,KOSDAQ,금융 지원 서비스업,2025-12-05
0009K0,에임드바이오,KOSDAQ,자연과학 및 공학 연구개발업,2025-12-04
0096D0,미래에셋비전스팩9호,KOSDAQ,금융 지원 서비스업,2025-12-01
0096B0,삼성스팩12호,KOSDAQ,기타 금융업,2025-11-28
0093G0,미래에셋비전스팩8호,KOSDAQ,금융 지원 서비스업,2025-11-27
0015N0,아로마티카,KOSDAQ,기타 화학제품 제조업,2025-11-27
0091W0,신영스팩11호,KOSDAQ,금융 지원 서비스업,2025-11-24
0068Y0,비엔케이제3호스팩,KOSDAQ,금융 지원 서비스업,2025-11-21
488900,비츠로넥스텍,KOSDAQ,항공기 우주선 및 부품 제조업,2025-11-21
388210,씨엠티엑스,KOSDAQ,전자부품 제조업,2025-11-20
403850,더핑크퐁컴퍼니,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2025-11-18
0015G0,그린광학,KOSDAQ,사진장비 및 광학기기 제조업,2025-11-17
459550,알트,KOSDAQ,통신 및 방송 장비 제조업,2025-11-17
061090,세나테크놀로지,KOSDAQ,통신 및 방송 장비 제조업,2025-11-14
494120,큐리오시스,KOSDAQ,사진장비 및 광학기기 제조업,2025-11-13
469610,이노테크,KOSDAQ,특수 목적용 기계 제조업,2025-11-07
486990,노타,KOSDAQ,소프트웨어 개발 및 공급업,2025-11-03
014950,삼익제약,KOSDAQ,의약품 제조업,2025-10-27
0072Z0,KB제33호스팩,KOSDAQ,금융 지원 서비스업,2025-09-30
0071M0,삼성스팩11호,KOSDAQ,금융 지원 서비스업,2025-09-30
488280,에스투더블유,KOSDAQ,소프트웨어 개발 및 공급업,2025-09-19
342870,오아,KOSDAQ,가전제품 및 정보통신장비 소매업,2025-09-09
318060,그래피,KOSDAQ,합성고무 및 플라스틱 물질 제조업,2025-08-25
397810,애드포러스,KOSDAQ,광고업,2025-08-22
0044K0,삼성스팩10호,KOSDAQ,금융 지원 서비스업,2025-08-21
0010V0,제이피아이헬스케어,KOSDAQ,의료용 기기 제조업,2025-08-21
125490,한라캐스트,KOSDAQ,자동차 신품 부품 제조업,2025-08-20
0008Z0,에스엔시스,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2025-08-19
484590,삼양컴텍,KOSDAQ,무기 및 총포탄 제조업,2025-08-18
0041B0,교보18호스팩,KOSDAQ,금융 지원 서비스업,2025-08-14
456160,지투지바이오,KOSDAQ,의약품 제조업,2025-08-14
309710,아이티켐,KOSDAQ,기초 의약물질 제조업,2025-08-07
0041L0,하나35호스팩,KOSDAQ,금융 지원 서비스업,2025-08-06
468530,프로티나,KOSDAQ,자연과학 및 공학 연구개발업,2025-07-29
475230,엔알비,KOSDAQ,기타 금속 가공제품 제조업,2025-07-28
380550,뉴로핏,KOSDAQ,소프트웨어 개발 및 공급업,2025-07-25
484120,도우인시스,KOSDAQ,전자부품 제조업,2025-07-23
0004Y0,디비금융제14호스팩,KOSDAQ,기타 금융업,2025-07-22
0041J0,엘에스스팩1호,KOSDAQ,금융 지원 서비스업,2025-07-22
331740,아우토크립트,KOSDAQ,소프트웨어 개발 및 공급업,2025-07-15
462310,뉴키즈온,KOSDAQ,봉제의복 제조업,2025-07-09
234030,싸이닉솔루션,KOSDAQ,반도체 제조업,2025-07-07
0037T0,KB제32호스팩,KOSDAQ,금융 지원 서비스업,2025-07-04
463020,뉴엔AI,KOSDAQ,소프트웨어 개발 및 공급업,2025-07-04
388610,지에프씨생명과학,KOSDAQ,기타 화학제품 제조업,2025-06-30
455180,케이지에이,KOSDAQ,특수 목적용 기계 제조업,2025-06-17
340450,지씨지놈,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2025-06-11
474650,링크솔루션,KOSDAQ,특수 목적용 기계 제조업,2025-06-10
475430,키스트론,KOSDAQ,절연선 및 케이블 제조업,2025-06-02
496070,신한제16호스팩,KOSDAQ,금융 지원 서비스업,2025-05-29
287840,인투셀,KOSDAQ,자연과학 및 공학 연구개발업,2025-05-23
489460,바이오비쥬,KOSDAQ,기타 화학제품 제조업,2025-05-20
424870,이뮨온시아,KOSDAQ,자연과학 및 공학 연구개발업,2025-05-19
188040,바이오포트,KOSDAQ,기타 식품 제조업,2025-05-16
125020,티씨머티리얼즈,KOSDAQ,절연선 및 케이블 제조업,2025-05-15
376900,로킷헬스케어,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2025-05-12
476040,오가노이드사이언스,KOSDAQ,자연과학 및 공학 연구개발업,2025-05-09
136150,원일티엔아이,KOSDAQ,일반 목적용 기계 제조업,2025-05-09
459510,나우로보틱스,KOSDAQ,특수 목적용 기계 제조업,2025-05-08
364950,에이아이코리아,KOSDAQ,특수 목적용 기계 제조업,2025-04-29
081180,쎄크,KOSDAQ,일반 목적용 기계 제조업,2025-04-28
448900,한국피아이엠,KOSDAQ,자동차 신품 부품 제조업,2025-04-04
481070,에이유브랜즈,KOSDAQ,섬유  의복  신발 및 가죽제품 소매업,2025-04-03
101970,우양에이치씨,KOSDAQ,구조용 금속제품  탱크 및 증기발생기 제조업,2025-03-28
462860,더즌,KOSDAQ,전기 통신업,2025-03-24
444530,심플랫폼,KOSDAQ,소프트웨어 개발 및 공급업,2025-03-21
484810,티엑스알로보틱스,KOSDAQ,일반 목적용 기계 제조업,2025-03-20
098070,한텍,KOSDAQ,구조용 금속제품  탱크 및 증기발생기 제조업,2025-03-20
498390,한화플러스제5호스팩,KOSDAQ,금융 지원 서비스업,2025-03-20
460870,에스엠씨지,KOSDAQ,유리 및 유리제품 제조업,2025-03-07
226590,엠디바이스,KOSDAQ,전자부품 제조업,2025-03-07
393970,대진첨단소재,KOSDAQ,플라스틱제품 제조업,2025-03-06
435570,에르코스,KOSDAQ,도시락 및 식사용 조리식품 제조업,2025-02-28
489500,엘케이켐,KOSDAQ,기타 화학제품 제조업,2025-02-25
479960,위너스일렉,KOSDAQ,기타 전기장비 제조업,2025-02-24
463480,모티브링크,KOSDAQ,전자부품 제조업,2025-02-20
303810,동국생명과학,KOSDAQ,의약품 제조업,2025-02-17
475830,오름테라퓨틱,KOSDAQ,기초 의약물질 제조업,2025-02-14
240550,동방메디컬,KOSDAQ,의료용 기기 제조업,2025-02-13
212710,아이에스티이,KOSDAQ,반도체 제조업,2025-02-12
462980,아이지넷,KOSDAQ,기타 정보 서비스업,2025-02-04
452450,피아이이,KOSDAQ,특수 목적용 기계 제조업,2025-02-04
482630,삼양엔씨켐,KOSDAQ,기타 화학제품 제조업,2025-02-03
373160,데이원컴퍼니,KOSDAQ,기타 교육기관,2025-01-24
450950,아스테라시스,KOSDAQ,의료용 기기 제조업,2025-01-24
096250,와이즈넛,KOSDAQ,소프트웨어 개발 및 공급업,2025-01-24
475460,미트박스,KOSDAQ,기타 정보 서비스업,2025-01-23
493790,유안타제17호스팩,KOSDAQ,금융 지원 서비스업,2025-01-23
478560,블랙야크아이앤씨,KOSDAQ,신발 및 신발 부분품 제조업,2025-01-21
432980,엠에프씨,KOSDAQ,기초 의약물질 제조업,2024-12-26
387570,파인메딕스,KOSDAQ,의료용 기기 제조업,2024-12-26
177900,쓰리에이로직스,KOSDAQ,반도체 제조업,2024-12-24
487360,신한제14호스팩,KOSDAQ,금융 지원 서비스업,2024-12-23
176750,듀켐바이오,KOSDAQ,의약품 제조업,2024-12-20
487720,키움제10호스팩,KOSDAQ,금융 지원 서비스업,2024-12-20
398120,에스지헬스케어,KOSDAQ,의료용 기기 제조업,2024-12-19
476060,온코닉테라퓨틱스,KOSDAQ,자연과학 및 공학 연구개발업,2024-12-19
382150,온코크로스,KOSDAQ,자연과학 및 공학 연구개발업,2024-12-18
457600,벡트,KOSDAQ,영상 및 음향기기 제조업,2024-12-16
471820,셀로맥스사이언스,KOSDAQ,기타 식품 제조업,2024-12-13
492220,KB제31호스팩,KOSDAQ,금융 지원 서비스업,2024-12-12
489480,키움제11호스팩,KOSDAQ,금융 지원 서비스업,2024-12-11
489730,디비금융제13호스팩,KOSDAQ,기타 금융업,2024-11-28
489210,교보17호스팩,KOSDAQ,금융 지원 서비스업,2024-11-21
482690,대신밸런스제19호스팩,KOSDAQ,금융 지원 서비스업,2024-11-20
459100,위츠,KOSDAQ,전자부품 제조업,2024-11-20
389680,유디엠텍,KOSDAQ,소프트웨어 개발 및 공급업,2024-11-20
474610,RF시스템즈,KOSDAQ,기타 금속 가공제품 제조업,2024-11-19
466410,사이냅소프트,KOSDAQ,소프트웨어 개발 및 공급업,2024-11-19
484130,하나34호스팩,KOSDAQ,금융 지원 서비스업,2024-11-19
475660,에스켐,KOSDAQ,기타 화학제품 제조업,2024-11-18
413390,엠오티,KOSDAQ,특수 목적용 기계 제조업,2024-11-18
487830,신한제15호스팩,KOSDAQ,금융 지원 서비스업,2024-11-15
394800,쓰리빌리언,KOSDAQ,자연과학 및 공학 연구개발업,2024-11-14
464580,닷밀,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2024-11-13
473980,노머스,KOSDAQ,창작 및 예술관련 서비스업,2024-11-12
163280,에어레인,KOSDAQ,일반 목적용 기계 제조업,2024-11-08
475960,토모큐브,KOSDAQ,사진장비 및 광학기기 제조업,2024-11-07
376270,HEM파마,KOSDAQ,자연과학 및 공학 연구개발업,2024-11-05
475580,에이럭스,KOSDAQ,그외 기타 제품 제조업,2024-11-01
336680,탑런토탈솔루션,KOSDAQ,전자부품 제조업,2024-11-01
458650,성우,KOSDAQ,일차전지 및 이차전지 제조업,2024-10-31
488060,유진스팩11호,KOSDAQ,금융 지원 서비스업,2024-10-31
466100,클로봇,KOSDAQ,소프트웨어 개발 및 공급업,2024-10-28
044990,에이치엔에스하이텍,KOSDAQ,전자부품 제조업,2024-10-25
289930,웨이비스,KOSDAQ,반도체 제조업,2024-10-25
475400,씨메스로보틱스,KOSDAQ,특수 목적용 기계 제조업,2024-10-24
457370,한켐,KOSDAQ,기초 화학물질 제조업,2024-10-22
474170,루미르,KOSDAQ,항공기 우주선 및 부품 제조업,2024-10-21
209640,와이제이링크,KOSDAQ,특수 목적용 기계 제조업,2024-10-18
465480,인스피언,KOSDAQ,소프트웨어 개발 및 공급업,2024-10-18
308430,셀비온,KOSDAQ,의약품 제조업,2024-10-16
381620,제닉스로보틱스,KOSDAQ,특수 목적용 기계 제조업,2024-09-30
351870,차이커뮤니케이션,KOSDAQ,광고업,2024-09-27
486630,KB제30호스팩,KOSDAQ,금융 지원 서비스업,2024-09-25
464500,아이언디바이스,KOSDAQ,반도체 제조업,2024-09-23
482680,미래에셋비전스팩7호,KOSDAQ,금융 지원 서비스업,2024-09-11
469750,아이비젼웍스,KOSDAQ,특수 목적용 기계 제조업,2024-09-03
461300,아이스크림미디어,KOSDAQ,소프트웨어 개발 및 공급업,2024-08-30
456070,이엔셀,KOSDAQ,기초 의약물질 제조업,2024-08-23
476080,M83,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2024-08-22
464280,티디에스팜,KOSDAQ,의약품 제조업,2024-08-21
389650,넥스트바이오메디컬,KOSDAQ,의료용 기기 제조업,2024-08-20
431190,케이쓰리아이,KOSDAQ,소프트웨어 개발 및 공급업,2024-08-20
088340,유라클,KOSDAQ,소프트웨어 개발 및 공급업,2024-08-16
482520,교보16호스팩,KOSDAQ,금융 지원 서비스업,2024-08-13
199480,뱅크웨어글로벌,KOSDAQ,소프트웨어 개발 및 공급업,2024-08-12
460470,아이빔테크놀로지,KOSDAQ,사진장비 및 광학기기 제조업,2024-08-06
460940,피앤에스로보틱스,KOSDAQ,의료용 기기 제조업,2024-07-31
481890,엔에이치스팩31호,KOSDAQ,금융 지원 서비스업,2024-07-26
473950,SK증권제13호스팩,KOSDAQ,금융 지원 서비스업,2024-07-25
373110,엑셀세라퓨틱스,KOSDAQ,기초 의약물질 제조업,2024-07-15
478110,이베스트스팩6호,KOSDAQ,금융 지원 서비스업,2024-07-12
450330,하스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2024-07-03
462350,이노스페이스,KOSDAQ,항공기 우주선 및 부품 제조업,2024-07-02
295310,에이치브이엠,KOSDAQ,1차 비철금속 제조업,2024-06-28
160190,하이젠알앤엠,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2024-06-27
479880,한국제15호스팩,KOSDAQ,금융 지원 서비스업,2024-06-26
464080,에스오에스랩,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2024-06-25
478440,미래에셋비전스팩6호,KOSDAQ,금융 지원 서비스업,2024-06-24
477340,에이치엠씨제7호스팩,KOSDAQ,금융 지원 서비스업,2024-06-24
107640,한중엔시에스,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2024-06-24
478390,KB제29호스팩,KOSDAQ,금융 지원 서비스업,2024-06-21
477470,미래에셋비전스팩5호,KOSDAQ,금융 지원 서비스업,2024-06-19
458870,씨어스,KOSDAQ,의료용 기기 제조업,2024-06-19
477760,디비금융스팩12호,KOSDAQ,기타 금융업,2024-06-18
462510,라메디텍,KOSDAQ,의료용 기기 제조업,2024-06-17
453450,그리드위즈,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2024-06-14
323350,다원넥스뷰,KOSDAQ,특수 목적용 기계 제조업,2024-06-11
477380,미래에셋비전스팩4호,KOSDAQ,금융 지원 서비스업,2024-05-29
145170,노브랜드,KOSDAQ,편조의복 제조업,2024-05-23
456010,아이씨티케이,KOSDAQ,반도체 제조업,2024-05-17
473000,SK증권제12호스팩,KOSDAQ,금융 지원 서비스업,2024-05-07
126730,코칩,KOSDAQ,전자부품 제조업,2024-05-07
452200,민테크,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2024-05-03
140430,카티스,KOSDAQ,컴퓨터 프로그래밍  시스템 통합 및 관리업,2024-05-03
347850,디앤디파마텍,KOSDAQ,자연과학 및 공학 연구개발업,2024-05-02
