scan_timestamp_ct,date,asset_type,universe,rank,ticker,company_name,price,price_change_pct,signal,close,change_pct,rsi,puddle
2026-05-12T17:18:00-05:00,2026-05-06,ETF,ETF,71,XLE,Energy Select Sector SPDR Fund,,,Puddle,57.0,-4.12,52.01,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,ETF,ETF,,XLU,Utilities Select Sector SPDR Fund,,,Puddle,45.71,-1.42,44.43,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,"S&P500,NASDAQ100",S21/N15,COST,Costco Wholesale Corp,,,Puddle,995.75,-2.03,54.84,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,16,XOM,Exxon Mobil Corp,,,Puddle,148.69,-4.0,44.27,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,26,ABBV,AbbVie Inc,,,Puddle,205.03,-0.52,44.88,"1st: MA20, 10% cash"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,27,CVX,Chevron Corp,,,Puddle,185.16,-3.88,45.44,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,"S&P500,NASDAQ100",S53/N28,TMUS,T-Mobile US Inc,,,Puddle,193.16,-0.59,45.93,"1st: MA20, 10% cash"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,45,INTU,Intuit,,,Puddle,388.55,-2.45,50.58,"1st: MA20, 10% cash"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,48,C,Citigroup Inc,,,Puddle,127.6,-0.32,46.54,"1st: MA20, 10% cash"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,49,ADBE,Adobe Inc.,,,Puddle,250.17,-2.13,51.45,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,55,ADP,Automatic Data Processing,,,Puddle,207.2,-1.61,58.57,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,59,ANET,Arista Networks Inc,,,Puddle,147.06,-13.61,40.17,"1st: MA20, 10% cash"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,64,AEP,American Electric Power,,,Puddle,131.6,-3.27,45.17,"1st: MA20, 10% cash"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,66,T,AT&T Inc,,,Puddle,25.57,-1.27,40.46,"3rd: MA120, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,79,EXC,Exelon,,,Puddle,45.02,-2.51,31.19,"3rd: MA120, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,85,COP,ConocoPhillips,,,Puddle,118.02,-3.59,46.28,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,87,TRI,Thomson Reuters,,,Puddle,91.75,-3.89,47.33,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,S&P500,88,CRM,Salesforce Inc,,,Puddle,181.19,-3.1,49.97,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,88,ROP,Roper Technologies,,,Puddle,350.26,-1.77,35.09,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,89,PAYX,Paychex,,,Puddle,91.38,-1.58,47.35,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:18:00-05:00,2026-05-06,Stock,NASDAQ100,99,VRSK,Verisk Analytics,,,Puddle,170.94,-5.27,42.06,"1st: MA20, 10% cash"
