scan_timestamp_ct,date,asset_type,universe,rank,ticker,company_name,price,price_change_pct,signal,close,change_pct,rsi,puddle
2026-05-12T17:17:00-05:00,2026-05-01,Stock,"S&P500,NASDAQ100",S28/N18,NFLX,Netflix Inc,,,RSI & Puddle,92.06,-1.66,29.02,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,NASDAQ100,71,PCAR,Paccar,,,RSI & Puddle,116.08,-2.29,28.39,"3rd: MA120, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,NASDAQ100,13,ASML,ASML Holding,,,Puddle,1427.02,-0.83,41.79,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,16,XOM,Exxon Mobil Corp,,,Puddle,152.75,-1.02,50.2,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,"S&P500,NASDAQ100",S25/N17,LRCX,Lam Research Corp,,,Puddle,256.72,-0.44,43.77,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,"S&P500,NASDAQ100",S31/N19,AMAT,Applied Materials Inc,,,Puddle,389.08,-1.37,46.62,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,27,CVX,Chevron Corp,,,Puddle,190.63,-1.39,48.28,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,"S&P500,NASDAQ100",S61/N31,AMGN,Amgen Inc,,,Puddle,329.82,-4.75,33.44,"3rd: MA120, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,46,WFC,Wells Fargo & Co,,,Puddle,80.35,-1.72,30.3,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,47,AXP,American Express Co,,,Puddle,319.68,-1.04,46.37,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,NASDAQ100,50,MAR,Marriott International,,,Puddle,354.97,-1.86,46.68,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,64,GLW,Corning Inc,,,Puddle,158.26,-3.64,36.91,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,74,APH,Amphenol Corp,,,Puddle,142.3,-3.37,45.75,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,NASDAQ100,75,EA,Electronic Arts,,,Puddle,202.09,-0.14,44.34,"3rd: MA120, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,77,DE,Deere & Co,,,Puddle,577.26,-2.14,41.7,"1st: MA20, 10% cash"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,NASDAQ100,83,CCEP,Coca-Cola Europacific Partners,,,Puddle,94.18,-0.41,40.83,"3rd: MA120, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,98,SPGI,S&P Global Inc,,,Puddle,426.06,-1.2,46.17,"2nd: MA60, 50% cash, 5d"
2026-05-12T17:17:00-05:00,2026-05-01,Stock,S&P500,104,PGR,Progressive Corp/The,,,Puddle,199.31,-0.98,49.62,"1st: MA20, 10% cash"
